roi1_rifg,roi2_lhpc,roi2_rnac,roi1_racc,roi2_lstg,roi2_rtpo
0.0320122622701997,0.0049727624849775,0.0600097506209614,-0.147643884592914,-0.298724745576881,0.266241638754285
-0.00959027852745798,0.066450520771002,-0.238499167780599,-0.0144684260161832,0.262164520718121,-0.127839077381738
-0.0658534763568174,-0.0992639728791292,0.205097220086888,0.177844259214682,-0.103024485459823,-0.067226439298992
0.000269939487830244,-0.115510899501185,-0.0992937759727747,-0.127935989886839,-0.153267115761242,0.188252183353265
0.0110349963115958,0.29427212405761,0.0807093632333094,-0.0869643435253561,0.0868891627689957,0.183989465120004
0.269984614965771,-0.0578002889941758,-0.0819869116368112,-0.331011447284762,-0.184978683478737,0.137031916207506
-0.0650204370053496,-0.0103422223603914,-0.363246035636604,-0.0458805888762173,-0.417061127786989,0.185935040574902
-0.239895113893668,0.262691036327708,-0.259490489696556,0.104363308645297,-0.013974467214293,-0.237623079500478
0.00163228271087618,-0.322878719375095,0.0493867593180689,0.0163726323402148,-0.0265161976033291,-0.0107805632745637
0.214428914934181,-0.19634153993607,0.173414557386505,0.315845045444145,0.183905517133714,-0.0552429627282531
0.252712985962752,-0.125995471490895,-0.0841187780176703,0.44928785052196,0.279326196385674,-0.0105006257626894
0.0407729669672452,0.295779473732421,0.234972491199399,0.0618459432833161,0.0950656790118476,-0.186134774827907
0.374612233713908,0.0909723527136403,0.530822105776295,0.0620764238390709,0.0543253281638583,0.0697183963281377
-0.0685616407212279,0.134164062868392,-0.0896123735194164,0.185920422190414,0.281627687542967,-0.191423004600722
-0.0400508742566201,-0.140286045783626,0.0987055081008293,0.00302697231806759,0.393978481995211,-0.0777762013224369
-0.539567975551192,0.000954764230370523,-0.587377275000098,-0.288117325911403,0.0923965540003158,-0.482201442477157
-0.444612836490214,0.214770914321325,-0.0324926943126519,-0.604820386822919,-0.0487697329729649,0.407239679211561
-0.0687555885250654,-0.105010687251908,-0.0774912816319769,-0.0876979402189613,-0.122403532594417,-0.169020072482184
0.282523520604701,-0.00612147972496066,-0.108264236344734,0.0352406942219009,0.041112215408771,0.116529922802557
0.0012472587428531,-0.018123719920233,0.214604617316739,-0.20188502879855,-0.201965186915754,-0.0837961640946474
-0.105633307771634,-0.0857119343863179,-0.253164382212169,-0.364869929370097,0.479906291409467,-0.0860496271785469
0.309484086537076,-0.256919856565918,-0.185408542439309,0.139127868568966,0.347296166996707,0.431325637273851
0.0729889226037558,-0.328098227883957,0.199585582727292,0.00606410866472839,-0.169118861246224,0.0705704009931574
0.0309698101467756,0.254319839801059,0.360779866818333,0.503402552711808,-0.125608931479049,-0.100705659033812
-0.197630431606167,-0.0485324279331656,0.426137790821178,0.400937939658573,-0.420171827435704,-0.0267544066100113
-0.000338217659085278,-0.0321344931486271,0.184020958346772,0.337229756835277,-0.279294967699703,-0.191642272247319
-0.366680865815888,0.161586526543795,0.110221261153184,0.199582243419337,-0.412416512647627,0.0238082671646795
-0.486917453274092,0.381025253367155,-0.0431386971009691,0.0231543093905955,0.0277833963554581,-0.213274035617656
0.273211903633838,0.132790928293146,0.0936229207336187,0.00215011178403512,-0.0699144600159361,-0.224802612215128
0.0881017155207796,-0.0181164016764797,0.424934344703773,0.326770878214371,0.192244265031334,-0.406258444946458
0.153821112073882,0.0426763088784951,0.643238940661064,0.0688694436062624,-0.305483642791386,0.0880655503444214
-0.113525397689861,-0.0683213947905675,-0.128873176645398,-0.0387606385323543,0.0579732254112533,0.115263267653597
-0.306164371481445,-0.103431214065572,-0.402190406164009,-0.567103471187646,-0.189625346840645,0.100891352350795
-0.364528004305503,-0.180489577688636,-0.385794957680638,-0.132009796924176,0.0260089491388797,-0.0353870953305679
0.282331390175595,-0.15648490434288,0.298757960753258,-0.00199448064845571,0.203191694790019,-0.134365898798954
0.502580622970811,0.157518743785218,0.106825536001149,-0.151435365531167,-0.00281573623691258,-0.21209447697834
0.238192599522482,0.155454566623883,-0.208971878657716,-0.0159018141547661,0.0917700017390933,0.394817517423565
0.127865176836349,-0.13692422251413,-0.190485296819273,-0.0475314131447568,0.351380108168823,0.483371444589984
0.177394169304907,-0.00405072569560151,-0.367775457352159,-0.186351927641453,0.035197334929188,-0.0760799850618434
0.0839029260147422,-0.219478516112882,-0.441909956152078,-0.349007409864265,0.0344371180398915,0.1299366475399
-0.00910337436368922,0.164019771555676,-0.292443194834402,-0.232597285997602,0.178133077462599,0.230597527902306
0.221058196182647,-0.155089740287087,-0.372899976195146,-0.090636921750322,0.0933841881042979,0.538046624567827
