roi1_rifg,roi1_atlrifg,roi2_lhpc,roi2_rnac,roi1_racc,roi1_atlrpcg,roi2_lstg,roi2_rtpo
0.188449985899937,0.0675786195938703,-0.119499916648989,0.146637439131277,-0.272906466297069,-0.0428071195221956,-0.149646504218055,0.116638869647188
-0.0500793093379139,0.0424970185066873,0.148559304667455,-0.247823176918728,0.272812867334159,0.0597380285876654,0.277047403022921,-0.0833341045012121
-0.116034664970087,-0.0113653060904104,0.0245246491080958,-0.123622855773277,0.236325447331655,0.194463655171297,-0.568923247255643,-0.18760642214197
0.0690135573140554,-0.0511395270787229,-0.214704858569477,0.281235692735087,-0.119514784898145,-0.0530593732620898,0.436432332661154,0.167213401010137
0.137609303553546,0.00755229274754303,0.287229824563375,-0.085997713622557,-0.226512683240817,-0.0933634447641742,-0.236492637177213,-0.103542834925746
0.14445010188501,0.157921042323102,-0.187952593022152,-0.0428584525117232,0.000584234930600329,0.0580983249427141,0.0735735453312813,0.228927714231589
0.255438983689943,0.415680419812265,-0.0700279858678176,-0.180030844528284,-0.244063270912473,-0.0908193038639797,-0.265902348316734,-0.0936103228418012
0.470901407365327,0.244703969918002,-0.158600030689698,-0.281997444229984,-0.468044284932251,-0.0568127748939008,0.275187695133097,0.438603629713869
0.0332868441511094,0.0802609943803987,-0.18671101473957,-0.170036410996075,-0.0437671416611473,-0.0978215370008965,-0.106259720523052,0.128785747405038
0.0252061991660729,-0.0400751547635336,0.0206877764464269,-0.100198192740467,-0.265436812853578,-0.321846510611282,-0.0600476590173283,-0.0353047955448346
-0.360623963737919,-0.338709168878387,-0.0184666280780728,0.0342280000514083,0.227725743466596,0.0768114649799044,0.560582518871515,-0.321414944832983
0.121904305788772,0.0519353946862276,-0.058694883881898,0.266061150724362,-0.0797800053189114,0.190494273444201,0.0133821327360682,-0.225795747413496
0.143219680162551,0.262564861102094,-0.000458676838602816,-0.0582035714322811,0.180049387066724,0.113265110701649,0.208864428632687,0.127468436770324
0.0327298084381675,0.0795583181882949,0.162030873241109,0.219707700010802,0.0911264730966523,0.131734695816929,-0.391630841821982,0.088062843257535
-0.108746709680881,-0.147620785551909,-0.0856017240679143,-0.0546426961537626,0.155133891768998,-0.0275919383666405,0.337221121305841,-0.139894422598326
-0.513904120802127,-0.428925939120443,0.251433978682264,0.584941761702508,0.485837577244317,0.210628835566223,0.0965374301670125,-0.0311179285706834
-0.394611150858627,-0.293195290660114,-0.0481046177762455,0.277087421030757,0.40495963099589,0.169853934316082,0.163437381986657,-0.231161940810996
-0.182224585929047,-0.309575912905091,-0.0249342775763985,0.111700520819043,0.627059755182847,0.334912484971654,-0.0195922110219772,0.113475084301027
0.0593287061306469,0.137492167286623,0.0916426816852916,-0.258968872432269,-0.349787889306437,-0.166473001080416,0.00842596912189233,0.242620488275306
0.295464060841217,0.300339083864274,-0.0465936639102312,-0.346243805076787,0.0383470398174363,-0.104750162573863,0.156523876073022,-0.0556543875689232
-0.0768485737553616,0.12101738283943,0.162151891621643,-0.0472339752089843,-0.452082197106486,-0.125300613387016,-0.223676667073959,-0.0976413186348595
0.18724782831828,0.186606995312427,-0.0263825210033129,-0.000759967017747772,-0.278329959621261,-0.234658542868146,-0.357904579851438,-0.00846559865261151
0.417107677771429,0.488624543753306,-0.125118946798623,-0.10458613478108,0.644830460309785,0.160803851732448,-0.28799777052608,0.00557311808726642
-0.0105092028105777,0.0916743575422732,0.231649770545008,-0.364676510467233,-0.0415341288882311,-0.199502048900254,-0.0682496705113263,-0.227275527511126
-0.00939089755175139,-0.0282199421762402,0.362060443331035,-0.134111049833243,-0.493352081978242,-0.256981898698803,-0.163481192270936,0.135028681978651
0.087068385250172,-0.140918654271299,-0.111366952477475,-0.2090092880796,-0.477425772049464,-0.274304795382994,-0.334227661894038,0.162489063761147
-0.0822237647991536,-0.129787154743576,0.0846573948721994,0.121233259513157,0.229760434800609,0.0421336253113801,0.0323675174556582,-0.117030494146048
-0.375764435652218,-0.379583508979509,-0.117921901598773,0.231808158712734,0.914791183087435,0.476200828627449,-0.0695627024260508,-0.177157930559795
