roi1_rifg,roi2_lhpc,roi2_rnac,roi1_racc,roi2_lstg,roi2_rtpo
0.0320122622701997,-0.00469118414768195,-0.0372797461811007,-0.147643884592914,0.14580790557795,0.129418385110024
-0.00959027852745798,0.005879345691175,-0.0330879006265306,-0.0144684260161832,-0.162595488820426,-0.0162495628895715
-0.0658534763568174,0.0920080069294171,0.0268554631212411,0.177844259214682,0.065494916301832,-0.116569065574021
0.000269939487830244,-0.209861659905215,-0.0190602871673558,-0.127935989886839,0.042415421320946,0.123842000075773
0.0110349963115958,0.165038269252474,-0.0677827024729028,-0.0869643435253561,0.215900844783765,0.0387814858584034
0.269984614965771,0.0187373453401568,0.135584443528834,-0.331011447284762,-0.195613108837779,0.206460106911021
-0.0650204370053496,-0.0135999545929234,-0.339561359151367,-0.0458805888762173,-0.0309647159811042,0.185898069361606
-0.239895113893668,0.194910289046068,-0.0677463227979644,0.104363308645297,-0.0952228275769648,-0.0577458103874097
0.00163228271087618,-0.118138576732269,0.127408509279481,0.0163726323402148,0.0895950806601847,-0.0258659978511064
0.214428914934181,-0.0901076228394752,0.281600358838946,0.315845045444145,0.364378207774118,0.190675517702384
0.252712985962752,0.0449470183836553,0.16594543367353,0.44928785052196,-0.118698898827843,0.162430511716783
0.0407729669672452,0.018865085868411,0.260594667420784,0.0618459432833161,-0.0928311594987367,-0.072949021710832
0.374612233713908,-0.288886454669716,0.370119020607022,0.0620764238390709,0.141266151078128,-0.24535280861088
-0.0685616407212279,0.0124327346837497,-0.149103972417518,0.185920422190414,-0.0462381813739512,-0.262284204534726
-0.0400508742566201,0.0699499417232028,0.257623386434431,0.00302697231806759,-0.136894725969368,0.0888670588155847
-0.539567975551192,-0.200518047625484,-0.632925051759766,-0.288117325911403,-0.135521304977378,-0.245107387919705
-0.444612836490214,0.156696109231071,-0.197844041715401,-0.604820386822919,0.139121507903012,0.125855464564915
-0.0687555885250654,-0.0063045233493608,-0.176623266987727,-0.0876979402189613,0.0651285976146392,-0.166921705795437
0.282523520604701,0.0832552973113799,-0.0833141363977487,0.0352406942219009,0.0505103599114571,0.0712942271298582
0.0012472587428531,0.154785138664064,0.0567185328950489,-0.20188502879855,-0.0532789449150913,-0.155371295611798
-0.105633307771634,-0.0236568593839968,-0.248978363555199,-0.364869929370097,0.289983210561547,0.199310353003386
0.309484086537076,0.0695914534199266,-0.410450344707403,0.139127868568966,0.0412949509727548,0.128115158977126
0.0729889226037558,0.0839002905390488,-0.0300919536554524,0.00606410866472839,-0.121134559265003,-0.0441859591325189
0.0309698101467756,-0.0434988131095568,0.350270724738588,0.503402552711808,0.0114573559419378,0.0523337354294193
-0.197630431606167,0.110038427103724,0.346653063118639,0.400937939658573,-0.305728819894381,-0.0236693343540139
-0.000338217659085278,-0.020271599849337,0.167421576651028,0.337229756835277,-0.282269922617034,0.0707748378781742
-0.366680865815888,0.0192302222050592,0.0112019427108704,0.199582243419337,0.0595773404842481,-0.201818372883299
-0.486917453274092,-0.0525033820276498,0.09166258200751,0.0231543093905955,0.0509376080544844,-0.23561729670848
0.273211903633838,-0.0428247627383013,0.142188362203382,0.00215011178403512,-0.174886423937716,-0.278102555714332
0.0881017155207796,0.0202644414888185,0.175815920771466,0.326770878214371,-0.13946301492651,-0.128101809075758
0.153821112073882,0.0317555734068021,0.198826476949579,0.0688694436062624,0.072106829661601,-0.0202906526104047
-0.113525397689861,-0.115618409589949,-0.0592643808349442,-0.0387606385323543,0.104357670160299,-0.26086638262191
-0.306164371481445,-0.172297781981353,-0.202925883179031,-0.567103471187646,-0.303355847811762,-0.0986823718002947
-0.364528004305503,0.043240809288605,-0.0898552637597342,-0.132009796924176,-0.124254182771255,-0.0542820187755634
0.282331390175595,0.00754386109693125,0.153954698265528,-0.00199448064845571,-0.100701721593705,0.180199450211635
0.502580622970811,-0.040887654388333,0.141016863951163,-0.151435365531167,0.0245007229009631,0.00954590468305028
0.238192599522482,-0.0186529688523406,-0.117900063590733,-0.0159018141547661,-0.236595331872867,0.00873468244900264
0.127865176836349,0.0313680382829626,-0.298193519559029,-0.0475314131447568,0.229606500364485,0.0857751119104224
0.177394169304907,-0.138317812557517,-0.352271999672058,-0.186351927641453,-0.0957900661070116,-0.246848105712171
0.0839029260147422,-0.136258102808803,-0.258021688054108,-0.349007409864265,0.0290489922112255,0.208326653952172
-0.00910337436368922,-0.00287671124573469,-0.177995911945856,-0.232597285997602,-0.0349245993838581,0.160577840639074
0.221058196182647,-0.0318870281491656,-0.373574155985591,-0.090636921750322,0.406141693545077,0.191622195693731
0.156289530852049,0.024271826745043,0.120490366750579,0.108465835799812,0.159145614164248,0.218222797407524
-0.471014700277689,-0.118894613357934,-0.138532048726418,-0.394968632434308,0.168592591552557,0.119355429167207
0.0233461854939676,-0.181394504513924,-0.0441776158520825,-0.260069339062973,-0.00960829222386106,0.0978783436182707
0.159269068015494,-0.00693264923729536,0.280106807767297,-0.293509725242627,0.278783113522801,0.160819988971642
0.231975736898643,0.0969595116342888,0.0647492506921696,0.191995487626659,0.256243764159301,0.240388616915387
-0.0327183241575885,0.171934369945568,-0.0914341512177247,0.0546869809770681,0.107759961882908,0.210637486699272
-0.0681782486426073,0.12182463410155,0.112284100671422,0.0192303515702216,-0.159348601073523,0.122353003983405
-0.293412906333948,0.169448286961272,0.315388126071746,0.26572541092379,-0.0101306154804135,-0.133341170067405
-0.0760206763812773,-0.0386910948655046,0.408941741600737,0.521108702720548,-0.140785821613933,0.101063920051817
0.0379244144927945,0.157048356136933,0.0777872653207058,0.55368878328312,-0.0353310932524313,-0.00870131113195699
0.0513707261568154,-0.107477745426115,-0.35278367484349,0.220916318208982,-0.198287204109609,-0.195131361490871
-0.17688967349385,0.109862821397508,0.343277906071971,0.407970368887735,-0.237852639228468,0.122685522080014
-0.108580554134203,0.184205208385264,0.330587573309201,-0.0963744805711767,0.308786189502401,-0.0635969095966607
0.00395311056716557,0.10983334441742,0.131560942723959,0.554227579897825,0.0200921684237396,-0.10834975160537
-0.291869402225956,0.0693429072232959,-0.0580684561489777,-0.174505260369904,-0.0156498440787627,-0.195911469297061
-0.282463026469138,0.00897574995527051,0.0258751303369852,-0.275735706751119,-0.0804784633136396,-0.0809888868527075
-0.076793396154112,0.0790459587618016,0.0128282357401325,0.0831199666079591,0.274685446153929,0.0268018049472614
0.20593896255848,0.0199378744932092,0.156630731413017,0.272709076022771,0.0194408110441559,-0.175713151508944
0.152815568458669,-0.0592366810457734,-0.0583843758998522,-0.197021655746935,-0.123398074695448,-0.248532736244601
0.118001638065625,-0.166891625918461,-0.148435716376348,-0.35275797521175,-0.238612561049748,-0.0588642005865652
0.228220570140151,0.0328899120399378,0.277042582325631,-0.0911448840278826,0.158068540397541,-0.262930576930541
0.0568235373430293,-0.0123844503897604,0.0887442549971988,-0.00968607232893104,0.103980374216523,0.0902253167255905
-0.0264258469266952,-0.118305116980778,-0.0212642227022107,-0.0378807371524757,-0.0771390511389006,0.250919275821767
-0.0637409283355214,0.184446263803501,-0.164618303917981,-0.185714350033033,-0.191225588767617,0.161936112230261
0.0598068503974603,-0.0440356508113127,-0.405186446087004,-0.166318677072144,0.0751975485588557,0.0222928660982497
-0.106762152983471,-0.0144466385785683,-0.144339605757227,-0.35568744515052,-0.054064903706459,0.0292149524461973
-0.0457251058302991,-0.141277408962045,-0.170352093316686,-0.348947051130486,0.143184053070104,-0.130890233795767
